gID,scoreDiff,inning,"Current Outs",onFirst,onSecond,onThird,pID,name
ANA201004050,3,9,0,,,,fuenb001,"Brian Fuentes"
ANA201004050,3,9,1,,,,fuenb001,"Brian Fuentes"
ANA201004050,3,9,2,,,,fuenb001,"Brian Fuentes"
ANA201004230,2,9,0,,,,fuenb001,"Brian Fuentes"
ANA201004230,2,9,1,,,,fuenb001,"Brian Fuentes"
ANA201004230,2,9,2,,,,fuenb001,"Brian Fuentes"
ANA201004260,3,9,0,,,,fuenb001,"Brian Fuentes"
ANA201004260,3,9,1,,,,fuenb001,"Brian Fuentes"
ANA201004260,3,9,1,hafnt001,,,fuenb001,"Brian Fuentes"
ANA201004260,3,9,2,hafnt001,,,fuenb001,"Brian Fuentes"
ANA201004260,3,9,2,keara001,hafnt001,,fuenb001,"Brian Fuentes"
ANA201006220,3,9,0,,,,fuenb001,"Brian Fuentes"
ANA201006220,3,9,0,carrj001,,,fuenb001,"Brian Fuentes"
ANA201006220,3,9,1,carrj001,,,fuenb001,"Brian Fuentes"
ANA201006220,3,9,1,,carrj001,,fuenb001,"Brian Fuentes"
ANA201006220,3,9,2,,carrj001,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,0,,,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,0,kempm001,,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,0,johnr008,kempm001,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,1,johnr008,kempm001,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,2,johnr008,,,fuenb001,"Brian Fuentes"
ANA201006230,1,9,2,martr004,johnr008,,fuenb001,"Brian Fuentes"
ANA201006260,2,9,0,,,,fuenb001,"Brian Fuentes"
ANA201006260,2,9,1,,,,fuenb001,"Brian Fuentes"
ANA201006260,2,9,1,moram002,,,fuenb001,"Brian Fuentes"
ANA201006290,1,9,0,,,,fuenb001,"Brian Fuentes"
ANA201006290,1,9,1,,,,fuenb001,"Brian Fuentes"
ANA201006290,1,9,2,,,,fuenb001,"Brian Fuentes"
ANA201007010,1,9,0,,,,fuenb001,"Brian Fuentes"
ANA201007010,1,9,1,,,,fuenb001,"Brian Fuentes"
ANA201007010,1,9,2,,,,fuenb001,"Brian Fuentes"
ANA201007160,1,9,0,,,,fuenb001,"Brian Fuentes"
ANA201007160,1,9,1,,,,fuenb001,"Brian Fuentes"
ANA201007160,1,9,2,,,,fuenb001,"Brian Fuentes"
ANA201007170,1,9,0,,,,fuenb001,"Brian Fuentes"
ANA201007170,1,9,0,langr002,,,fuenb001,"Brian Fuentes"
ANA201007170,1,9,2,,,,fuenb001,"Brian Fuentes"
ANA201007300,2,9,0,,,,fuenb001,"Brian Fuentes"
ANA201007300,2,9,1,,,,fuenb001,"Brian Fuentes"
ANA201007300,2,9,2,,,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,0,,,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,0,guzmc001,,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,1,guzmc001,,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,2,guzmc001,,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,2,,guzmc001,,fuenb001,"Brian Fuentes"
ANA201008010,3,9,2,cantj001,,guzmc001,fuenb001,"Brian Fuentes"
ANA201008090,2,9,0,,,,fuenb001,"Brian Fuentes"
ANA201008090,2,9,0,gorda001,,,fuenb001,"Brian Fuentes"
ANA201008090,2,9,0,bloow001,gorda001,,fuenb001,"Brian Fuentes"
ANA201008090,2,9,1,,bloow001,gorda001,fuenb001,"Brian Fuentes"
ANA201008090,2,9,2,,bloow001,gorda001,fuenb001,"Brian Fuentes"
ANA201008100,2,9,0,,,,fuenb001,"Brian Fuentes"
ANA201008100,2,9,1,,,,fuenb001,"Brian Fuentes"
ANA201008100,2,9,2,,,,fuenb001,"Brian Fuentes"
ATL201308170,1,15,0,,,,hared001,"Dan Haren"
ATL201308170,1,15,1,,,,hared001,"Dan Haren"
ATL201308170,1,15,2,,,,hared001,"Dan Haren"
ATL201308170,1,15,2,johnc003,,,hared001,"Dan Haren"
ANA201004190,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201004190,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201004190,2,9,2,,,,rodnf001,"Fernando Rodney"
ANA201004200,1,9,0,,,,rodnf001,"Fernando Rodney"
ANA201004200,1,9,1,,,,rodnf001,"Fernando Rodney"
ANA201004200,1,9,2,,,,rodnf001,"Fernando Rodney"
ANA201004200,1,9,2,guilc001,,,rodnf001,"Fernando Rodney"
ANA201009110,3,9,2,wilsj003,saunm001,,rodnf001,"Fernando Rodney"
ANA201009120,3,9,0,,,,rodnf001,"Fernando Rodney"
ANA201009120,3,9,0,lopej003,,,rodnf001,"Fernando Rodney"
ANA201009120,3,9,1,,lopej003,,rodnf001,"Fernando Rodney"
ANA201009120,3,9,2,,lopej003,,rodnf001,"Fernando Rodney"
ANA201009200,3,9,0,,,,rodnf001,"Fernando Rodney"
ANA201009200,3,9,0,murpd005,,,rodnf001,"Fernando Rodney"
ANA201009200,3,9,1,,murpd005,,rodnf001,"Fernando Rodney"
ANA201009200,3,9,2,,murpd005,,rodnf001,"Fernando Rodney"
ANA201009200,3,9,2,kinsi001,murpd005,,rodnf001,"Fernando Rodney"
ANA201009270,1,9,0,,,,rodnf001,"Fernando Rodney"
ANA201009270,1,9,1,,,,rodnf001,"Fernando Rodney"
ANA201009270,1,9,1,pennc001,,,rodnf001,"Fernando Rodney"
ANA201009270,1,9,1,,pennc001,,rodnf001,"Fernando Rodney"
ANA201009270,1,9,2,,,pennc001,rodnf001,"Fernando Rodney"
ANA201009270,1,9,2,bartd001,,pennc001,rodnf001,"Fernando Rodney"
ANA201009280,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201009280,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201009280,2,9,2,,,,rodnf001,"Fernando Rodney"
ANA201009280,2,9,2,pennc001,,,rodnf001,"Fernando Rodney"
ANA201009280,2,9,2,davir003,pennc001,,rodnf001,"Fernando Rodney"
ANA201104100,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201104100,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201104100,2,9,2,,,,rodnf001,"Fernando Rodney"
ANA201207280,3,9,0,,,,rodnf001,"Fernando Rodney"
ANA201207280,3,9,1,,,,rodnf001,"Fernando Rodney"
ANA201207280,3,9,2,,,,rodnf001,"Fernando Rodney"
ANA201207290,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201207290,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201207290,2,9,1,iztum001,,,rodnf001,"Fernando Rodney"
ANA201207290,2,9,1,kendh001,iztum001,,rodnf001,"Fernando Rodney"
ANA201208180,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201208180,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201208180,2,9,1,kendh001,,,rodnf001,"Fernando Rodney"
ANA201208180,2,9,1,bourp001,kendh001,,rodnf001,"Fernando Rodney"
ANA201208180,2,9,1,,bourp001,kendh001,rodnf001,"Fernando Rodney"
ANA201208180,2,9,2,,bourp001,kendh001,rodnf001,"Fernando Rodney"
ANA201309040,2,9,0,,,,rodnf001,"Fernando Rodney"
ANA201309040,2,9,1,,,,rodnf001,"Fernando Rodney"
ANA201309040,2,9,2,,,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,0,,,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,0,flahr001,,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,1,flahr001,,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,2,hardj003,,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,2,,hardj003,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,2,markn001,hardj003,,rodnf001,"Fernando Rodney"
BAL201205130,1,9,2,,jonea003,markn001,rodnf001,"Fernando Rodney"
ANA201105080,1,9,0,,,,waldj001,"Jordan Walden"
ANA201105080,1,9,1,,,,waldj001,"Jordan Walden"
ANA201105080,1,9,1,,sizeg001,,waldj001,"Jordan Walden"
ANA201105080,1,9,1,,cabra002,,waldj001,"Jordan Walden"
ANA201105080,1,9,2,,cabra002,,waldj001,"Jordan Walden"
ANA201105220,3,9,0,,,,waldj001,"Jordan Walden"
ANA201105220,3,9,0,hinse001,,,waldj001,"Jordan Walden"
ANA201105220,3,9,0,,hinse001,,waldj001,"Jordan Walden"
ANA201105220,3,9,1,,hinse001,,waldj001,"Jordan Walden"
ANA201105220,3,9,2,,,hinse001,waldj001,"Jordan Walden"
ANA201105230,3,9,0,,,,waldj001,"Jordan Walden"
ANA201105230,3,9,1,,,,waldj001,"Jordan Walden"
ANA201105230,3,9,2,,,,waldj001,"Jordan Walden"
ANA201105250,3,9,0,,,,waldj001,"Jordan Walden"
ANA201105250,3,9,1,,,,waldj001,"Jordan Walden"
ANA201105250,3,9,2,,,,waldj001,"Jordan Walden"
ANA201105250,3,9,2,jackc002,,,waldj001,"Jordan Walden"
ANA201105250,3,9,2,,jackc002,,waldj001,"Jordan Walden"
ANA201106030,1,9,0,,,,waldj001,"Jordan Walden"
ANA201106030,1,9,1,,,,waldj001,"Jordan Walden"
ANA201106030,1,9,2,,,,waldj001,"Jordan Walden"
ANA201106110,2,9,0,,,,waldj001,"Jordan Walden"
ANA201106110,2,9,0,gorda001,,,waldj001,"Jordan Walden"
ANA201106110,2,9,0,,cabrm002,gorda001,waldj001,"Jordan Walden"
ANA201106110,2,9,1,,cabrm002,gorda001,waldj001,"Jordan Walden"
ANA201106110,2,9,2,,cabrm002,gorda001,waldj001,"Jordan Walden"
ANA201106290,1,9,0,,,,waldj001,"Jordan Walden"
ANA201106290,1,9,1,,,,waldj001,"Jordan Walden"
ANA201106290,1,9,1,,zimmr001,,waldj001,"Jordan Walden"
ANA201106290,1,9,2,,,zimmr001,waldj001,"Jordan Walden"
ANA201107030,2,9,0,,,,waldj001,"Jordan Walden"
ANA201107030,2,9,1,,,,waldj001,"Jordan Walden"
ANA201107030,2,9,2,,,,waldj001,"Jordan Walden"
ANA201107100,2,9,2,,ackld001,,waldj001,"Jordan Walden"
ANA201107200,1,9,0,,,,waldj001,"Jordan Walden"
ANA201107200,1,9,1,,,,waldj001,"Jordan Walden"
ANA201107200,1,9,2,,,,waldj001,"Jordan Walden"
ANA201107200,1,9,2,,gentc001,,waldj001,"Jordan Walden"
ANA201107200,1,9,2,,,gentc001,waldj001,"Jordan Walden"
ANA201107210,1,9,0,,,,waldj001,"Jordan Walden"
ANA201107210,1,9,1,,,,waldj001,"Jordan Walden"
ANA201107210,1,9,2,,,,waldj001,"Jordan Walden"
ANA201107210,1,9,2,gentc001,,,waldj001,"Jordan Walden"
ANA201107210,1,9,2,,gentc001,,waldj001,"Jordan Walden"
ANA201108070,1,9,1,,,,waldj001,"Jordan Walden"
ANA201108070,1,9,2,,,,waldj001,"Jordan Walden"
ANA201109040,3,9,0,,,,waldj001,"Jordan Walden"
ANA201109040,3,9,1,,,,waldj001,"Jordan Walden"
ANA201109040,3,9,1,mauej001,,,waldj001,"Jordan Walden"
ANA201109040,3,9,2,mauej001,,,waldj001,"Jordan Walden"
ANA201109040,3,9,2,,mauej001,,waldj001,"Jordan Walden"
ANA201109070,2,9,0,,,,waldj001,"Jordan Walden"
ANA201109070,2,9,1,,,,waldj001,"Jordan Walden"
ANA201109070,2,9,2,,,,waldj001,"Jordan Walden"
ANA201109240,2,9,0,,,,waldj001,"Jordan Walden"
ANA201109240,2,9,1,,,,waldj001,"Jordan Walden"
ANA201109240,2,9,1,sizes001,,,waldj001,"Jordan Walden"
ANA201109240,2,9,1,,sizes001,,waldj001,"Jordan Walden"
ANA201109240,2,9,2,,sizes001,,waldj001,"Jordan Walden"
ANA201109240,2,9,2,weekj001,,,waldj001,"Jordan Walden"
ANA201204200,3,9,0,,,,waldj001,"Jordan Walden"
ANA201204200,3,9,0,reynm001,,,waldj001,"Jordan Walden"
ANA201204200,3,9,1,reynm001,,,waldj001,"Jordan Walden"
ANA201204200,3,9,2,reynm001,,,waldj001,"Jordan Walden"
ANA201204200,3,9,2,,reynm001,,waldj001,"Jordan Walden"
ANA201204200,3,9,2,,,reynm001,waldj001,"Jordan Walden"
ARI201009220,4,8,1,gonzc001,,,demes001,"Sam Demel"
ARI201009220,4,8,2,,gonzc001,,demes001,"Sam Demel"
ARI201009220,4,9,0,,,,demes001,"Sam Demel"
ARI201009220,4,9,0,heltt001,,,demes001,"Sam Demel"
ARI201009220,4,9,1,heltt001,,,demes001,"Sam Demel"
ARI201009220,4,9,2,heltt001,,,demes001,"Sam Demel"
ARI201007100,1,9,0,paulr001,,,gutij002,"Juan Gutierrez"
ARI201007100,1,9,1,paulr001,,,gutij002,"Juan Gutierrez"
ARI201007200,1,9,0,,,,gutij002,"Juan Gutierrez"
ARI201007200,1,9,0,,,,gutij002,"Juan Gutierrez"
ARI201007200,1,9,1,,,,gutij002,"Juan Gutierrez"
ARI201007200,1,9,2,,,,gutij002,"Juan Gutierrez"
ARI201008210,2,9,0,,,,gutij002,"Juan Gutierrez"
ARI201008210,2,9,0,stewi001,,,gutij002,"Juan Gutierrez"
ARI201008210,2,9,1,heltt001,,,gutij002,"Juan Gutierrez"
ARI201008210,2,9,1,iannc001,heltt001,,gutij002,"Juan Gutierrez"
ARI201008210,2,9,2,iannc001,heltt001,,gutij002,"Juan Gutierrez"
ARI201008310,3,9,0,,hundn001,,gutij002,"Juan Gutierrez"
ARI201008310,3,9,1,,hundn001,,gutij002,"Juan Gutierrez"
ARI201008310,3,9,2,,,hundn001,gutij002,"Juan Gutierrez"
ARI201009010,3,9,0,,,,gutij002,"Juan Gutierrez"
ARI201009010,3,9,0,cunna001,,,gutij002,"Juan Gutierrez"
ARI201009010,3,9,1,cabre001,,,gutij002,"Juan Gutierrez"
ARI201009030,1,9,0,,,,gutij002,"Juan Gutierrez"
ARI201009030,1,9,1,,,,gutij002,"Juan Gutierrez"
ARI201009030,1,9,2,,,,gutij002,"Juan Gutierrez"
ARI201009030,1,9,2,bourm001,,,gutij002,"Juan Gutierrez"
ARI201009080,2,9,0,,,,gutij002,"Juan Gutierrez"
ARI201009080,2,9,0,,guilj001,,gutij002,"Juan Gutierrez"
ARI201009080,2,9,1,,guilj001,,gutij002,"Juan Gutierrez"
ARI201009080,2,9,2,,guilj001,,gutij002,"Juan Gutierrez"
ARI201009210,2,9,0,,,,gutij002,"Juan Gutierrez"
ARI201009210,2,9,1,,,,gutij002,"Juan Gutierrez"
ARI201009210,2,9,2,,,,gutij002,"Juan Gutierrez"
ARI201009230,1,9,0,youne003,iannc001,,gutij002,"Juan Gutierrez"
ARI201009230,1,9,1,herrj002,,iannc001,gutij002,"Juan Gutierrez"
ARI201009230,1,9,1,spilr001,herrj002,iannc001,gutij002,"Juan Gutierrez"
ARI201009230,1,9,1,gonzc001,,spilr001,gutij002,"Juan Gutierrez"
ARI201009230,1,9,1,,gonzc001,spilr001,gutij002,"Juan Gutierrez"
ARI201009230,1,9,2,,gonzc001,,gutij002,"Juan Gutierrez"
ARI201009230,1,9,2,fowld001,gonzc001,,gutij002,"Juan Gutierrez"
ARI201009250,3,9,2,lonej001,,ethia001,gutij002,"Juan Gutierrez"
ARI201009260,1,9,0,,,,gutij002,"Juan Gutierrez"
ARI201009260,1,9,1,,,,gutij002,"Juan Gutierrez"
ARI201009260,1,9,2,,,,gutij002,"Juan Gutierrez"
ARI201009260,1,9,2,kempm001,,,gutij002,"Juan Gutierrez"
ATL201308170,1,15,0,,,,hared001,"Dan Haren"
ATL201308170,1,15,1,,,,hared001,"Dan Haren"
ATL201308170,1,15,2,,,,hared001,"Dan Haren"
ATL201308170,1,15,2,johnc003,,,hared001,"Dan Haren"
ARI201008060,1,9,0,,,,heila001,"Aaron Heilman"
ARI201008060,1,9,1,,,,heila001,"Aaron Heilman"
ARI201008060,1,9,2,,,,heila001,"Aaron Heilman"
ARI201004070,2,9,0,,,,qualc001,"Chad Qualls"
ARI201004070,2,9,1,,,,qualc001,"Chad Qualls"
ARI201004070,2,9,1,hairs001,,,qualc001,"Chad Qualls"
ARI201004200,2,9,0,,,,qualc001,"Chad Qualls"
ARI201004200,2,9,1,,,,qualc001,"Chad Qualls"
ARI201004200,2,9,2,,,,qualc001,"Chad Qualls"
ARI201004230,3,9,2,victs001,,,qualc001,"Chad Qualls"
ARI201004230,3,9,2,,victs001,,qualc001,"Chad Qualls"
ARI201004250,2,9,0,,,,qualc001,"Chad Qualls"
ARI201004250,2,9,1,,,,qualc001,"Chad Qualls"
ARI201004250,2,9,2,,,,qualc001,"Chad Qualls"
ARI201005200,1,9,2,downm001,,,qualc001,"Chad Qualls"
ARI201005210,2,9,2,,lewif001,,qualc001,"Chad Qualls"
ARI201005220,3,9,0,,,,qualc001,"Chad Qualls"
ARI201005220,3,9,1,,,,qualc001,"Chad Qualls"
ARI201005220,3,9,1,overl001,,,qualc001,"Chad Qualls"
ARI201005220,3,9,2,overl001,,,qualc001,"Chad Qualls"
ARI201006050,1,9,0,,,,qualc001,"Chad Qualls"
ARI201006050,1,9,1,,,,qualc001,"Chad Qualls"
ARI201006050,1,9,2,,,,qualc001,"Chad Qualls"
ARI201006070,3,9,0,,,,qualc001,"Chad Qualls"
ARI201006070,3,9,0,heywj001,,,qualc001,"Chad Qualls"
ARI201006070,3,9,0,,heywj001,,qualc001,"Chad Qualls"
ARI201006070,3,9,1,,heywj001,,qualc001,"Chad Qualls"
ARI201006070,3,9,1,glaut001,heywj001,,qualc001,"Chad Qualls"
ARI201006070,3,9,1,blang001,glaut001,heywj001,qualc001,"Chad Qualls"
ARI201006090,1,9,0,,,,qualc001,"Chad Qualls"
ARI201006090,1,9,0,escoy001,,,qualc001,"Chad Qualls"
ARI201006090,1,9,1,escoy001,,,qualc001,"Chad Qualls"
ARI201006090,1,9,1,,escoy001,,qualc001,"Chad Qualls"
ARI201006090,1,9,2,,escoy001,,qualc001,"Chad Qualls"
ANA201106070,3,9,0,,,,farnk001,"Kyle Farnsworth"
ANA201106070,3,9,1,,,,farnk001,"Kyle Farnsworth"
ANA201106070,3,9,2,,,,farnk001,"Kyle Farnsworth"
ANA201106080,1,10,0,,,,farnk001,"Kyle Farnsworth"
ANA201106080,1,10,1,,,,farnk001,"Kyle Farnsworth"
ANA201106080,1,10,1,aybae001,,,farnk001,"Kyle Farnsworth"
ANA201106080,1,10,2,,aybae001,,farnk001,"Kyle Farnsworth"
BAL201105080,2,8,2,wietm001,,,farnk001,"Kyle Farnsworth"
BAL201105080,2,9,0,,,,farnk001,"Kyle Farnsworth"
BAL201105080,2,9,0,,pie-f001,,farnk001,"Kyle Farnsworth"
BAL201105080,2,9,1,,pie-f001,,farnk001,"Kyle Farnsworth"
BAL201105080,2,9,1,markn001,pie-f001,,farnk001,"Kyle Farnsworth"
BAL201106110,2,11,0,,,,farnk001,"Kyle Farnsworth"
BAL201106110,2,11,1,,,,farnk001,"Kyle Farnsworth"
BAL201106110,2,11,2,,,,farnk001,"Kyle Farnsworth"
BAL201106110,2,11,2,hardj003,,,farnk001,"Kyle Farnsworth"
BAL201106110,2,11,2,,hardj003,,farnk001,"Kyle Farnsworth"
ANA201105210,1,12,0,,,,kimbc001,"Craig Kimbrel"
ANA201105210,1,12,0,trumm001,,,kimbc001,"Craig Kimbrel"
ANA201105210,1,12,1,,trumm001,,kimbc001,"Craig Kimbrel"
ANA201105210,1,12,2,,,trumm001,kimbc001,"Craig Kimbrel"
ARI201204210,1,9,0,,,,kimbc001,"Craig Kimbrel"
ARI201204210,1,9,1,,,,kimbc001,"Craig Kimbrel"
ARI201204210,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201104080,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201104080,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201104080,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201104161,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201104161,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201104161,2,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201104161,2,9,2,reyej001,,,kimbc001,"Craig Kimbrel"
ATL201105050,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201105050,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201105050,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201105140,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201105140,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201105140,2,9,1,polap001,,,kimbc001,"Craig Kimbrel"
ATL201105140,2,9,2,howar001,,,kimbc001,"Craig Kimbrel"
ATL201105150,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201105150,1,9,0,franb001,,,kimbc001,"Craig Kimbrel"
ATL201105150,1,9,1,franb001,,,kimbc001,"Craig Kimbrel"
ATL201105150,1,9,2,franb001,,,kimbc001,"Craig Kimbrel"
ATL201105150,1,9,2,,franb001,,kimbc001,"Craig Kimbrel"
ATL201105160,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201105160,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201105160,1,9,1,towlj001,,,kimbc001,"Craig Kimbrel"
ATL201105160,1,9,2,towlj001,,,kimbc001,"Craig Kimbrel"
ATL201105290,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201105290,1,9,0,vottj001,,,kimbc001,"Craig Kimbrel"
ATL201105290,1,9,1,vottj001,,,kimbc001,"Craig Kimbrel"
ATL201105290,1,9,2,vottj001,,,kimbc001,"Craig Kimbrel"
ATL201105290,1,9,2,lewif001,vottj001,,kimbc001,"Craig Kimbrel"
ATL201106010,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201106010,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201106010,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201106010,1,9,2,johnr009,,,kimbc001,"Craig Kimbrel"
ATL201106190,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201106190,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201106190,2,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201106190,2,9,2,andre001,,,kimbc001,"Craig Kimbrel"
ATL201106200,2,9,0,escoy001,mccom001,,kimbc001,"Craig Kimbrel"
ATL201106200,2,9,1,escoy001,mccom001,,kimbc001,"Craig Kimbrel"
ATL201106200,2,9,2,escoy001,mccom001,,kimbc001,"Craig Kimbrel"
ATL201107020,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201107020,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201107020,1,9,1,wietm001,,,kimbc001,"Craig Kimbrel"
ATL201107020,1,9,2,guthj001,,,kimbc001,"Craig Kimbrel"
ATL201107040,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201107040,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201107040,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201107050,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201107050,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201107050,2,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201107050,2,9,2,heltt001,,,kimbc001,"Craig Kimbrel"
ATL201107050,2,9,2,,heltt001,,kimbc001,"Craig Kimbrel"
ATL201107070,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201107070,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201107070,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201108180,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201108180,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201108180,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,0,johnk003,,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,1,johnk003,,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,1,,johnk003,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,1,bloow001,johnk003,,kimbc001,"Craig Kimbrel"
ATL201108190,2,9,2,bloow001,johnk003,,kimbc001,"Craig Kimbrel"
ATL201108210,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201108210,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201108210,1,9,1,younc004,,,kimbc001,"Craig Kimbrel"
ATL201108210,1,9,1,montm001,,younc004,kimbc001,"Craig Kimbrel"
ATL201108210,1,9,2,montm001,,younc004,kimbc001,"Craig Kimbrel"
ATL201108310,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201108310,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201108310,2,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201109010,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201109010,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201109010,3,9,1,ramow001,,,kimbc001,"Craig Kimbrel"
ATL201109010,3,9,2,ramow001,,,kimbc001,"Craig Kimbrel"
ATL201109140,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201109140,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201109140,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201109170,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201109170,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201109170,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201204130,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201204130,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201204130,2,9,1,braur002,,,kimbc001,"Craig Kimbrel"
ATL201204130,2,9,2,ramia001,,,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,1,braur002,,,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,1,ramia001,braur002,,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,1,hartc001,ramia001,braur002,kimbc001,"Craig Kimbrel"
ATL201204140,1,9,2,hartc001,ramia001,braur002,kimbc001,"Craig Kimbrel"
ATL201204290,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201204290,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201204290,1,9,1,,tabaj002,,kimbc001,"Craig Kimbrel"
ATL201204290,1,9,2,,,tabaj002,kimbc001,"Craig Kimbrel"
ATL201204290,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201205290,1,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201205290,1,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201205290,1,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201205300,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201205300,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201205300,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201205300,3,9,2,moliy001,,,kimbc001,"Craig Kimbrel"
ATL201206090,3,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201206090,3,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201206090,3,9,2,,,,kimbc001,"Craig Kimbrel"
ATL201206150,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201206150,2,9,0,betew001,,,kimbc001,"Craig Kimbrel"
ATL201206150,2,9,1,betew001,,,kimbc001,"Craig Kimbrel"
ATL201206270,2,9,0,,,,kimbc001,"Craig Kimbrel"
ATL201206270,2,9,1,,,,kimbc001,"Craig Kimbrel"
ATL201206270,2,9,2,,,,kimbc001,"Craig Kimbrel"
