050502.0,1
050521.0,1
050522.0,1
050533.0,1
050701.0,1
050703.0,1
050703.67,1
050734.0,1
051101.67,1
051111.0,2
051111.67,1
051112.33,1
051112.67,1
051114.67,1
051121.33,1
051121.67,2
051122.33,1
051122.67,1
051123.0,1
051123.67,1
051124.67,2
051131.67,3
051132.67,1
051203.67,1
051211.67,2
051221.0,1
051221.67,1
051222.67,2
051224.67,1
051231.67,1
051233.67,1
051311.33,1
051311.67,3
051321.67,3
051322.67,2
051323.0,1
051323.67,1
051331.67,1
051334.67,1
051401.0,1
051421.0,1
051422.67,1
051533.67,1
051621.67,1
051632.0,1
051831.67,1
051933.67,1
052101.0,1
052111.33,4
052111.67,1
052112.33,1
052121.0,1
052121.33,4
052121.67,1
052122.33,3
052123.33,1
052131.0,1
052131.33,3
052131.67,1
052211.0,1
052211.33,1
052211.67,1
052221.0,1
052221.33,4
052222.33,2
052224.33,2
052231.33,3
052232.33,2
052311.0,1
052312.33,1
052321.33,1
052321.67,1
052322.67,1
052331.33,1
052411.33,1
052421.0,1
052421.33,1
052424.33,1
052431.0,1
052431.33,1
052522.33,1
052532.0,1
052633.33,1
052821.33,1
0601001.67,1
060101.0,52
060101.33,19
060101.67,14
0601012.0,1
060102.0,34
060102.33,2
060102.67,4
060103.0,9
060104.0,6
0601103.0,1
060111.0,3
060111.33,3
060112.0,4
060114.0,1
0601202.0,1
060121.0,6
060121.33,5
060121.67,3
060122.0,4
060123.0,1
060123.67,1
060124.0,1
060125.0,1
0601301.33,1
0601302.33,1
0601304.0,1
060131.0,2
060131.33,1
060132.0,2
060133.0,1
0601401.0,1
060201.0,46
060201.33,8
060201.67,10
060202.0,23
060202.33,2
060202.67,3
060203.0,4
060204.0,3
060211.0,2
060211.33,4
060211.67,3
060212.0,4
060213.0,2
060214.0,1
060221.0,7
060221.33,2
060221.67,2
060222.0,3
060222.67,2
060223.0,2
060223.67,1
060224.0,1
060231.0,2
060232.0,3
060232.33,1
060301.0,16
060301.33,10
060301.67,9
060302.0,17
060302.33,4
060303.0,3
060303.33,2
060304.0,4
060311.0,3
060312.0,2
060313.0,3
060321.0,6
060321.33,1
060321.67,3
060322.0,2
060323.0,1
060324.0,1
060331.0,1
060332.0,1
060333.0,2
060401.0,14
060401.33,4
060401.67,3
060402.0,17
060402.67,1
060403.0,5
060404.0,3
060411.33,1
060412.0,2
060412.67,1
060413.0,1
060421.0,3
060421.33,1
060421.67,1
060422.0,1
060431.0,2
060433.0,1
060434.0,1
060501.0,6
060501.33,1
060501.67,1
060502.0,9
060502.33,3
060502.67,1
060503.0,2
060504.0,3
060511.67,1
060521.0,1
060521.67,2
060522.0,1
060523.0,1
060524.0,1
060531.0,1
060601.0,6
060601.67,1
060602.0,7
060603.0,7
060621.0,2
060623.0,1
060631.33,1
060701.0,3
060701.33,1
060702.0,2
060703.0,1
060712.0,1
060713.0,1
060722.0,1
060724.0,1
060801.0,3
060801.67,1
060802.0,3
060803.0,1
060823.0,1
060901.0,2
060902.0,1
060904.0,1
060914.0,1
060922.0,1
060922.67,1
060923.0,1
061101.0,1
061101.33,1
061101.67,4
0611021.33,1
0611023.67,1
061103.67,1
061104.67,1
061111.0,14
061111.33,6
061111.67,5
061112.0,1
061112.33,1
061112.67,1
061113.0,1
061113.67,3
061121.0,4
061121.67,14
061122.0,1
061122.33,1
061122.67,4
0611221.67,1
061123.67,3
061131.0,2
061131.33,1
061131.67,4
061132.67,2
061201.0,3
061201.33,1
061201.67,5
061202.67,1
061203.67,1
061211.0,3
061211.33,1
061211.67,9
061212.33,2
061212.67,5
061213.67,4
061221.0,4
061221.33,4
061221.67,11
061222.0,2
061222.33,1
061222.67,3
061223.67,3
061224.67,1
061231.0,1
061231.33,1
061231.67,1
061232.67,2
061301.33,1
061302.67,1
061311.0,5
061311.67,4
061312.33,2
061312.67,1
061313.67,1
061321.0,3
061321.33,3
061321.67,4
061322.0,3
061322.67,1
061323.67,1
061331.33,1
061331.67,2
061332.67,1
061333.67,1
061401.67,2
061411.33,2
061411.67,3
061413.67,2
061421.0,3
061421.33,3
061421.67,4
061422.67,1
061423.67,2
061431.67,2
061432.67,2
061433.67,1
061502.67,1
061511.33,2
061511.67,2
061513.67,1
061521.0,1
061521.33,1
061521.67,6
061522.33,1
061531.33,3
061531.67,1
061532.67,1
061601.67,1
061611.67,1
061613.0,1
061621.67,4
061622.0,1
061631.0,1
061631.33,1
061721.67,1
061722.67,1
061733.67,1
061821.67,1
061822.67,1
061831.33,1
061932.67,1
062101.0,3
062101.33,5
062102.0,1
062102.33,1
062102.67,1
062111.0,8
062111.33,21
062112.0,5
062112.33,5
062113.33,2
062121.0,10
062121.33,13
062121.67,2
0621211.33,1
062122.0,2
062122.33,2
062123.33,5
062131.0,1
062131.33,4
062131.67,1
062132.0,1
062132.33,2
062133.33,3
0621403.33,1
062201.0,1
062201.33,4
062202.33,2
062211.0,7
062211.33,11
062211.67,1
062212.0,3
062212.33,5
062221.0,7
062221.33,13
062222.33,9
062223.33,1
062231.33,2
062301.33,1
062311.0,3
062311.33,8
062313.33,2
062321.0,5
062321.33,11
062322.33,4
062322.67,1
062323.33,2
062331.0,1
062331.33,4
062331.67,2
062332.33,1
062333.33,1
062402.33,1
062411.0,2
062411.33,5
062411.67,1
062412.33,2
062413.33,2
062421.0,5
062421.33,8
062422.0,1
062422.33,2
062423.33,1
062431.0,1
062431.33,1
062501.33,1
062511.0,1
062511.33,1
062511.67,1
062512.33,2
062521.33,2
062521.67,2
062522.67,1
062523.33,3
062531.33,1
062532.33,1
062601.0,1
062612.33,1
062621.33,3
062621.67,1
062632.0,1
062721.33,1
062722.0,1
062723.33,1
062732.33,1
062823.0,1
062911.33,1
0701001.0,3
0701001.67,1
0701002.0,5
0701003.0,1
070101.0,190
070101.33,24
070101.67,16
0701010.0,1
070102.0,72
070102.33,2
070102.67,2
070103.0,28
070104.0,3
070105.0,1
070106.0,1
0701101.0,4
0701102.0,3
0701103.0,2
070111.0,22
070111.33,1
070111.67,3
070112.0,3
070112.33,2
070113.0,2
0701201.0,3
0701201.67,1
0701202.0,6
0701203.0,1
070121.0,13
070121.33,1
070121.67,1
070122.0,5
070122.33,1
070123.0,1
0701301.0,3
0701302.0,1
070131.0,3
0701401.0,1
0701503.0,1
0701701.0,1
0701801.0,1
070201.0,146
070201.33,17
070201.67,15
070202.0,57
070202.33,2
070202.67,2
070203.0,25
070211.0,20
070211.33,2
070211.67,1
070212.0,6
070213.0,3
070221.0,13
070221.33,2
070222.0,4
070223.0,2
070231.0,6
070232.0,3
070233.0,1
070301.0,100
070301.33,14
070301.67,7
070302.0,32
070302.33,1
070302.67,1
070303.0,17
070311.0,12
070312.0,3
070313.0,4
070321.0,10
070321.33,1
070321.67,1
070322.0,4
070323.0,1
070401.0,84
070401.33,5
070401.67,7
070402.0,33
070402.33,1
070402.67,1
070403.0,11
070411.0,1
070411.33,2
070411.67,1
070412.0,2
070413.0,1
070421.0,9
070421.33,2
070421.67,3
070422.0,1
070423.0,2
070431.0,1
070431.67,1
070433.0,1
070501.0,44
070501.33,6
070501.67,11
070502.0,34
070502.67,1
070503.0,12
070511.0,2
070511.67,1
070512.0,1
070512.33,1
070513.0,1
070521.0,1
070522.0,3
070523.0,1
070531.0,3
070601.0,37
070601.33,4
070601.67,3
070602.0,20
070602.33,1
070603.0,8
070611.0,3
070611.67,1
070612.67,1
070623.0,1
070701.0,20
070701.33,1
070702.0,14
070703.0,5
070721.0,2
070722.0,1
070733.0,1
070801.0,19
070801.33,1
070801.67,1
070802.0,10
070802.67,1
070803.0,4
070811.67,1
070812.33,1
070813.0,1
070821.0,1
070822.0,1
070822.33,1
070901.0,13
070901.67,2
070902.0,8
070903.0,5
070922.0,1
070923.0,1
071101.0,6
071101.33,4
071101.67,10
071102.67,8
0711022.67,1
071103.67,1
071111.0,7
071111.33,11
071111.67,18
071112.0,2
071112.67,12
071113.67,2
071114.67,1
071121.0,5
071121.33,8
071121.67,11
071122.33,1
071122.67,9
071123.67,1
071131.0,2
071131.33,1
071131.67,6
071132.67,2
071133.67,1
071201.0,1
071201.33,4
071201.67,7
071202.67,2
071203.67,1
071211.0,8
071211.33,4
071211.67,26
071212.67,10
071213.67,1
071221.0,6
071221.33,1
071221.67,20
071222.67,11
071231.0,2
071231.33,2
071231.67,2
071232.67,1
071301.0,1
071301.33,3
071301.67,5
071302.67,3
071311.0,3
071311.33,2
071311.67,11
071312.67,5
071321.0,6
071321.33,2
071321.67,6
071322.67,6
071331.33,2
071331.67,1
071332.67,2
071401.33,1
071401.67,6
071402.0,1
071402.67,1
071411.0,2
071411.33,1
071411.67,9
071412.67,3
071421.0,2
071421.33,1
071421.67,5
071422.0,1
071422.67,3
071423.67,1
071432.67,1
071501.67,1
071502.67,2
071511.0,3
071511.67,8
071512.67,2
071521.33,2
071521.67,5
071522.67,1
071531.0,1
071531.67,4
071532.33,2
071532.67,2
071601.33,1
071602.67,1
071611.67,2
071621.0,1
071621.67,2
071622.0,1
071631.67,2
071632.67,2
071721.67,2
071732.67,1
071811.33,2
071811.67,2
071812.67,1
071821.67,4
071822.67,1
071912.67,1
071921.0,1
071921.67,1
072101.0,4
072101.33,21
0721011.33,1
072102.33,6
072111.0,9
072111.33,58
072111.67,2
0721111.0,1
0721111.33,1
072112.33,21
0721121.33,2
072113.33,2
072114.33,1
072115.33,1
072116.33,1
072121.0,5
072121.33,28
072121.67,1
072122.0,1
072122.33,15
072123.33,1
072131.0,2
072131.33,5
0721311.33,1
072132.33,7
072201.0,5
072201.33,3
072202.0,1
072202.33,1
072211.0,7
072211.33,32
072212.33,9
072213.33,1
072221.0,7
072221.33,31
072222.33,11
072231.0,1
072231.33,11
072232.33,5
072301.0,1
072301.33,3
072302.33,2
072311.0,3
072311.33,24
072311.67,1
072312.33,13
072321.0,5
072321.33,26
072322.33,12
072331.33,4
072332.33,2
072401.33,5
072401.67,1
072402.33,2
072411.0,4
072411.33,12
072412.33,5
072413.33,1
072421.0,5
072421.33,16
072422.33,7
072431.33,5
072431.67,1
072432.0,1
072432.33,2
072501.33,5
072511.0,3
072511.33,9
072511.67,1
072512.33,4
072521.0,2
072521.33,9
072522.33,4
072531.33,3
072601.33,1
072611.33,2
072612.33,3
072621.0,1
072621.33,4
072622.33,3
072631.33,1
072632.33,1
072701.0,1
072701.33,1
072711.33,2
072712.33,1
072721.0,1
072721.33,1
072811.0,1
072811.33,3
072821.33,1
072822.33,1
072831.33,1
072911.33,1
072921.33,1
072932.33,1
0801001.0,15
0801001.33,1
0801001.67,1
0801002.0,15
080101.0,485
080101.33,6
080101.67,8
080102.0,211
080102.33,1
080103.0,5
080104.0,3
080105.0,2
080106.0,2
0801101.0,14
0801102.0,7
080111.0,22
080111.67,2
080112.0,13
0801121.33,1
080113.0,1
080114.0,1
0801201.0,10
0801202.0,6
080121.0,8
080122.0,7
0801301.0,5
0801302.0,1
080131.0,1
080131.67,1
080132.0,2
0801401.0,7
0801402.0,2
0801501.0,1
0801601.0,2
0801801.0,2
0801802.0,1
0801901.0,1
080201.0,406
080201.33,4
080201.67,6
080202.0,164
080202.33,1
080202.67,1
080203.0,4
080205.0,1
080211.0,20
080212.0,13
080214.0,1
080221.0,11
080221.33,1
080222.0,3
080223.0,1
080231.0,1
080232.0,2
080301.0,332
080301.33,2
080301.67,5
080302.0,127
080302.33,1
080311.0,10
080311.67,2
080312.0,9
080321.0,8
080321.33,1
080322.0,4
080324.0,2
080331.0,2
080401.0,236
080401.33,11
080401.67,8
080402.0,80
080404.0,1
080411.0,13
080412.0,3
080421.0,6
080421.67,1
080422.0,8
080431.0,2
080432.0,1
080501.0,158
080501.33,7
080501.67,4
080502.0,84
080511.0,3
080512.0,2
080521.0,7
080522.0,5
080531.0,3
080532.0,1
080601.0,110
080601.33,6
080601.67,3
080602.0,61
080611.0,4
080612.0,1
080621.0,3
080622.0,1
080631.0,4
080631.33,1
080632.0,1
080701.0,70
080701.33,2
080701.67,2
080702.0,43
080711.0,2
080721.0,1
080731.0,2
080732.0,1
080801.0,53
080801.67,1
080802.0,19
080812.0,1
080831.0,1
080901.0,45
080902.0,22
080921.0,1
081101.33,3
081101.67,16
081102.67,1
081111.0,1
081111.33,3
081111.67,43
0811111.67,1
081112.67,2
081113.67,1
0811201.67,2
081121.0,1
081121.67,14
081122.0,1
081131.33,2
081131.67,4
081133.67,1
0811911.67,1
081201.33,1
081201.67,15
081202.67,1
081211.0,1
081211.33,1
081211.67,21
081212.67,2
081221.0,1
081221.33,2
081221.67,24
081222.0,1
081231.67,3
081301.0,2
081301.33,1
081301.67,11
081311.33,2
081311.67,24
081313.0,1
081321.67,12
081331.67,1
081333.67,1
081401.0,1
081401.67,9
081411.0,2
081411.33,1
081411.67,6
081421.33,1
081421.67,14
081431.67,5
081501.0,1
081501.33,1
081501.67,4
081511.33,1
081511.67,6
081521.33,1
081521.67,7
081531.33,1
081531.67,2
081601.33,1
081601.67,2
081611.0,1
081611.67,3
081621.67,3
081631.67,4
081701.67,2
081711.33,1
081711.67,2
081721.0,1
081721.67,3
081811.0,1
081821.67,1
081831.67,1
082101.33,36
0821021.33,1
082111.0,3
082111.33,68
082112.33,3
0821121.33,1
082113.33,1
082115.33,1
082118.33,1
082121.0,1
082121.33,44
082122.33,2
082123.33,1
0821231.33,1
082131.0,1
082131.33,7
082201.33,9
082211.0,1
082211.33,49
082221.33,34
082222.33,1
082231.33,10
082232.33,1
082301.33,6
082311.0,1
082311.33,30
082312.33,1
082321.0,2
082321.33,27
082322.33,1
082331.33,9
082401.33,2
082411.0,3
082411.33,15
082421.0,5
082421.33,12
082431.33,5
082501.33,3
082511.33,14
082521.0,1
082521.33,12
082531.33,4
082611.33,7
082621.0,1
082621.33,3
082631.33,3
082711.33,6
082721.33,5
082731.33,1
082801.33,2
082811.0,1
082811.33,3
082821.0,1
082821.33,1
082831.33,2
082911.33,5
082921.33,2
0901001.0,63
090101.0,1098
090101.33,4
090101.67,3
090102.0,29
090102.67,4
090103.0,10
090104.0,3
090106.0,2
0901101.0,42
090111.0,14
090112.0,1
0901201.0,29
090121.0,5
090122.0,1
0901301.0,11
090131.0,1
090132.0,1
0901331.0,1
0901401.0,9
0901501.0,7
0901601.0,2
0901701.0,1
0901801.0,3
0901901.0,1
0902001.0,1
090201.0,992
090201.67,2
090202.0,7
090203.0,1
090211.0,14
090221.0,6
090222.0,1
090301.0,762
090303.0,1
090311.0,17
090321.0,5
090331.0,1
090401.0,550
090402.0,1
090411.0,18
090421.0,33
090431.0,3
090501.0,386
090511.0,4
090521.0,7
090601.0,314
090611.0,5
090621.0,6
090701.0,215
090721.0,2
090801.0,137
090821.0,1
090901.0,88
091101.33,1
091111.67,3
091122.67,1
091131.67,1
091211.67,1
091231.0,1
091231.67,1
091311.33,1
100101.0,68
100101.33,1
100102.0,2
100201.0,26
100203.0,1
100221.0,1
100301.0,10
100401.0,4
100501.0,2
100731.0,1
100801.0,1
101221.67,1
110101.0,32
110102.0,1
110103.0,2
110111.0,1
110121.0,2
110201.0,22
110301.0,3
110401.0,1
110501.0,1
110601.0,1
111111.67,1
120101.0,16
120111.0,1
120201.0,8
120202.0,1
120301.0,2
120401.0,1
130101.0,6
130102.0,1
130103.0,1
130111.0,1
130201.0,4
130431.0,1
140101.0,5
140102.0,1
140103.0,1
140201.0,5
140301.0,1
140401.0,1
140501.0,1
140503.0,1
150101.0,3
160101.0,1
180201.0,1
190101.0,1
200101.0,2
