Pitcher_ID,year,SaveRating,made,blown,attempts
Scott Linebrink,2011,-2.0,0,1,1
Scott Proctor,2011,-1.1668611435239207,0,1,1
Scott Richmond,2012,-1.4992503748125936,0,1,1
Sean Burnett,2010,-1.4992503748125936,0,1,1
Sean Burnett,2011,1.0837442047948935,2,1,3
Sean Burnett,2012,-1.41643059490085,0,1,1
Sean Doolittle,2012,1.050420168067227,1,0,1
Sean Doolittle,2013,0.2573363431151243,2,1,3
Sean Marshall,2010,-0.75,1,1,2
Sean Marshall,2011,-4.915680969713444,0,3,3
Sean Marshall,2012,5.314168322824003,5,0,5
Sean O'Sullivan,2011,-1.1668611435239207,0,1,1
Sergio Escalona,2011,-1.4992503748125936,0,1,1
Sergio Mitre,2010,2.0,1,0,1
Sergio Romo,2010,-3.669724770642202,0,2,2
Sergio Romo,2012,4.8874962760829295,6,1,7
Sergio Romo,2013,-22.508813022600005,14,1,15
Sergio Santos,2010,-0.9406779661016951,1,1,2
Sergio Santos,2011,-19.5126299582769,21,2,23
Sergio Santos,2012,-19.805584104145268,1,1,2
Sergio Santos,2013,-0.75,1,1,2
Shawn Camp,2010,-0.44883020674536667,1,1,2
Shawn Camp,2011,1.0351966873706004,1,0,1
Shawn Camp,2012,10.213330385763236,1,1,2
Stephen Pryor,2013,-2.0,0,1,1
Steve Cishek,2011,1.027749229188078,1,0,1
Steve Cishek,2012,8.641564022705666,8,0,8
Steve Cishek,2013,18.713765962945104,18,0,18
Steve Delabar,2013,-2.0,0,1,1
T.J. McFarland,2013,-1.1668611435239207,0,1,1
Tanner Scheppers,2012,1.027749229188078,1,0,1
Tanner Scheppers,2013,-2.0,0,1,1
Taylor Tankersley,2010,-1.4992503748125936,0,1,1
Tim Byrdak,2010,-2.0,0,1,1
Tim Collins,2013,-5.499250374812593,0,3,3
Todd Coffey,2010,-1.4992503748125936,0,1,1
Todd Coffey,2011,-29.411764705882305,0,1,1
Tom Gorzelanny,2011,-1.1668611435239207,0,1,1
Tom Layne,2012,-5.0,0,1,1
Tom Wilhelmsen,2012,-23.803527625392967,26,3,29
Tom Wilhelmsen,2013,23.733896990461712,23,0,23
Tommy Hottovy,2012,-1.1668611435239207,0,1,1
Tommy Hunter,2013,7.468610812906805,4,0,4
Tony Pena,2011,-1.1668611435239207,0,1,1
Tony Sipp,2010,6.9930069930069925,1,0,1
Tony Sipp,2011,-2.0,0,1,1
Tony Sipp,2012,1.050420168067227,1,0,1
Tony Sipp,2013,-1.4992503748125936,0,1,1
Trevor Bell,2010,-1.1668611435239207,0,1,1
Trevor Hoffman,2010,4.1790097333897585,4,0,4
Trevor Rosenthal,2013,1.027749229188078,1,0,1
Troy Patton,2013,-2.666111518336514,0,2,2
Tyler Chatwood,2012,2.0,1,0,1
Tyler Clippard,2010,-1.834862385321101,0,1,1
Tyler Clippard,2011,-8.993006993006993,0,2,2
Tyler Clippard,2012,19.51461558659892,18,0,18
Tyson Ross,2010,2.0,1,0,1
Vic Black,2013,-0.4715011456245155,1,1,2
Vicente Padilla,2011,2.0432612034996325,2,0,2
Vicente Padilla,2012,2.0,1,0,1
Victor Marte,2012,-1.4992503748125936,0,1,1
Vinnie Pestano,2010,1.027749229188078,1,0,1
Vinnie Pestano,2011,-0.7970474444845896,2,2,4
Vinnie Pestano,2012,-1.237342255276061,2,2,4
Vinnie Pestano,2013,4.778708170746973,6,1,7
Wesley Wright,2012,-9.211858165475688,1,2,3
Wesley Wright,2013,-3.5971223021582737,0,1,1
Will Ohman,2010,-20.833333333333346,0,1,1
Will Ohman,2012,-1.4992503748125936,0,1,1
Wilton Lopez,2010,1.050420168067227,1,0,1
Wilton Lopez,2011,-5.499250374812593,0,3,3
Wilton Lopez,2012,5.658898168912945,5,0,5
Wilton Lopez,2013,-3.834862385321101,0,2,2
Yoshinori Tateyama,2011,1.1668611435239207,1,0,1
Zach Braddock,2010,-2.0,0,1,1
Zach Duke,2011,3.0030030030030033,1,0,1
Zach Miner,2013,-2.0,0,1,1
